Library	Reads	Sequencing_for_0.05x_cov	Background	Reads_per_Mb	Quality	Mode_insert_size	Mode_GC	Percent_WC	Naive_coverage	Duplication_rate	complexity	coverage	spikiness	entropy
blm_recq5-2-single-c16-w17_.trimmed.mdup.bam	778514	0.61	10	85	poor	155	40	23.6	1.4	28.3	2162241.56499389	0.0191059802552296	0.212047401305713	7.9088399404969
blm_recq5-2-single-c16-w18_.trimmed.mdup.bam	468040	2	2.4	45	good	157	46	11.4	0.7	39.5	802756.422638805	0.01148122757932	0.209742905460851	7.90967135708807
blm_recq5-2-single-c16-w19_.trimmed.mdup.bam	261674	2	3.2	24	good	155	47	9.4	0.4	41.5	415684.75077276	0.00641482603219221	0.253900130333469	7.90231259728148
blm_recq5-2-single-c16-w2_.trimmed.mdup.bam	5885958	0.21	16.3	618	poor	156	44	60.3	9.2	36.3	571370.735420612	0.00844365502874227	0.244192848007773	7.90504555084583
blm_recq5-2-single-c16-w20_.trimmed.mdup.bam	54	2	0	0	shallow	143	52	NA	0	0	NA	1.3198257773891e-06	1.92592592592593	3.29583686600433
blm_recq5-2-single-c16-w21_.trimmed.mdup.bam	575888	2	2.2	58	good	159	44	7	0.9	37.9	1058112.59094045	0.0141283674292228	0.191283511403039	7.91380766111997
blm_recq5-2-single-c16-w22_.trimmed.mdup.bam	557920	2	3.1	56	good	154	46	18.8	0.8	38.7	986786.536168303	0.0136804860411649	0.200882989195466	7.87117511352523
blm_recq5-2-single-c16-w23_.trimmed.mdup.bam	1183272	0.66	1.8	135	poor	157	41	21.9	1.8	36.9	2269029.37064995	0.0290372405133678	0.255383615299439	7.80202219886361
blm_recq5-2-single-c16-w24_.trimmed.mdup.bam	454058	2	2.4	46	poor	160	49	15	0.7	37.3	852011.035200087	0.0111376046563759	0.321925118264682	7.80838597563138
blm_recq5-2-single-c16-w25_.trimmed.mdup.bam	509152	2	3	49	poor	153	46	9.1	0.7	40.4	849630.226680018	0.012491249835996	0.201699079221566	7.91075931879359
blm_recq5-2-single-c16-w26_.trimmed.mdup.bam	993666	0.98	1.8	99	good	156	41	10.6	1.5	38.4	1793776.45694508	0.0243867913207833	0.162686990310692	7.92245376183311
blm_recq5-2-single-c16-w27_.trimmed.mdup.bam	38	2	0	0	shallow	148	40	NA	0	0	NA	9.26079912495784e-07	1.89473684210526	2.94443897916644
blm_recq5-2-single-c16-w28_.trimmed.mdup.bam	245196	2	2.3	30	good	154	45	8.6	0.5	23.5	865163.700014438	0.0060152261117961	0.243360410340054	7.90623766897774
blm_recq5-2-single-c16-w29_.trimmed.mdup.bam	1022510	0.51	1.5	115	good	154	41	14.9	1.7	30.6	2537157.64861108	0.0250931924496727	0.145095954371833	7.92576314327952
blm_recq5-2-single-c16-w3_.trimmed.mdup.bam	5279480	0.22	33.3	539	poor	154	44	56.8	7.9	38.3	416352.997863972	0.00675123103648961	0.262598855526265	7.89982328788479
blm_recq5-2-single-c16-w30_.trimmed.mdup.bam	754228	2	6.2	74	poor	155	43	23.1	1.1	39.2	1300089.06169484	0.0185057674642786	0.202161396594723	7.91448978148524
blm_recq5-2-single-c16-w31_.trimmed.mdup.bam	1121626	0.78	1.8	123	poor	154	41	13	1.7	38.5	2033053.39504507	0.0275240298219997	0.241949230728677	7.84089009054692
blm_recq5-2-single-c16-w32_.trimmed.mdup.bam	353990	2	2.4	36	good	158	46	8.3	0.5	36.7	696552.402117733	0.00868459382242379	0.225944815902824	7.90461864003197
blm_recq5-2-single-c16-w33_.trimmed.mdup.bam	531938	2	2.5	55	good	153	44	15.4	0.8	36.3	1043711.0016026	0.0130476697326234	0.188914989146918	7.91616598498494
blm_recq5-2-single-c16-w34_.trimmed.mdup.bam	438546	2	2.5	46	good	156	43	10.8	0.7	35.4	886886.872473333	0.0107565930378877	0.204669266227724	7.91074700342224
blm_recq5-2-single-c16-w35_.trimmed.mdup.bam	664108	2	2.7	66	good	155	45	14.6	1	37.3	1250985.83400653	0.0162935995779752	0.20187493651047	7.86876278532089
blm_recq5-2-single-c16-w36_.trimmed.mdup.bam	712524	2	2.3	66	good	154	47	20.5	1	40.3	1199490.81709843	0.0174785223878593	0.18155979990905	7.89533482125919
blm_recq5-2-single-c16-w37_.trimmed.mdup.bam	128	2	0	0	shallow	151	38	NA	0	3.1	8386.7789061156	3.14057659835546e-06	1.9344262295082	4.11087386417331
blm_recq5-2-single-c16-w38_.trimmed.mdup.bam	427056	2	2.6	42	good	155	44	13.5	0.6	38.8	762392.830056018	0.0104748309578817	0.206702272165967	7.91028155245644
blm_recq5-2-single-c16-w39_.trimmed.mdup.bam	164	2	0	0	shallow	157	46	NA	0	25.6	468.103944332708	3.87302162005667e-06	2	4.11087386417331
blm_recq5-2-single-c16-w4_.trimmed.mdup.bam	3676606	0.24	21.5	385	poor	155	46	58.6	5.7	36.3	1167570.94458575	0.00837501081234726	0.356247565909217	7.78630010582975
blm_recq5-2-single-c16-w40_.trimmed.mdup.bam	642770	2	1.9	64	good	155	44	15.9	1	38.8	1142198.00760668	0.0157597938404418	0.186702629527834	7.91505508699356
blm_recq5-2-single-c16-w41_.trimmed.mdup.bam	402196	2	13.2	42	poor	153	45	33.3	0.7	31.7	956710.965441545	0.00986318043240317	0.262859112679052	7.8892139179334
blm_recq5-2-single-c16-w42_.trimmed.mdup.bam	614146	2	2.4	61	good	156	47	8.7	0.9	39.5	1063965.03443814	0.0150665352750099	0.192978746475819	7.91487110125844
blm_recq5-2-single-c16-w43_.trimmed.mdup.bam	22	2	0	0	shallow	90	37	NA	0	0	NA	5.37191110080596e-07	2	2.39789527279837
blm_recq5-2-single-c16-w44_.trimmed.mdup.bam	1037790	2	8	99	poor	154	48	11.9	1.5	39.4	1763787.87006165	0.025462403349164	0.201460842644996	7.9041344438693
blm_recq5-2-single-c16-w45_.trimmed.mdup.bam	299242	2	3.7	30	good	153	42	5.6	0.5	37.2	563798.16243407	0.00733570824022807	0.235442278217811	7.90849944867332
blm_recq5-2-single-c16-w46_.trimmed.mdup.bam	118	2	0	0	shallow	154	47	NA	0	15.3	1179.61834187859	2.86631447042401e-06	2	3.87120101090789
blm_recq5-2-single-c16-w47_.trimmed.mdup.bam	338418	2	3.1	40	poor	153	45	13.2	0.6	32.1	785728.767879181	0.00829946114832502	0.307414326939101	7.84082519008744
blm_recq5-2-single-c16-w48_.trimmed.mdup.bam	284	2	0	0	shallow	150	50	NA	0	0.7	84705.426934656	6.97506552275234e-06	1.9136690647482	4.88460722949329
blm_recq5-2-single-c16-w49_.trimmed.mdup.bam	302	2	0	0	shallow	168	40	NA	0	2.6	12745.249158373	7.2966030588042e-06	1.86394557823129	4.96214086512323
blm_recq5-2-single-c16-w5_.trimmed.mdup.bam	199352	2	2.5	21	good	157	47	9.3	0.3	34.7	437541.432785994	0.00489035926043311	0.272965594266745	7.89549526518553
blm_recq5-2-single-c16-w6_.trimmed.mdup.bam	304524	2	2.9	29	good	156	47	10.8	0.4	40.9	508259.205711238	0.0074718164068359	0.244684191638256	7.90077951604038
blm_recq5-2-single-c16-w7_.trimmed.mdup.bam	469760	2	3	46	good	155	46	14.3	0.7	40.1	800996.621117576	0.0115248197150611	0.211211814600332	7.90930485831155
blm_recq5-2-single-c16-w8_.trimmed.mdup.bam	330326	2	2.7	36	poor	157	48	5.6	0.5	35.5	692103.211499831	0.00810248427474133	0.332692819907918	7.82785679466919
blm_recq5-2-single-c16-w9_.trimmed.mdup.bam	342248	2	7.5	33	poor	165	45	10	0.5	39.4	596866.327715377	0.00839833798821303	0.261081128903831	7.90519857444341
blm-1-negctrl-c10-w25_.trimmed.mdup.bam	52	1.64	0	0	shallow	161	39	NA	0	26.9	658.830488463545	1.17832335719306e-06	2	2.94443897916644
blm-1-negctrl-c9-w25_.trimmed.mdup.bam	68	2	0	0	shallow	166	39	NA	0	20.6	228.144892441588	1.6313253843195e-06	2	3.25809653802148
blm-1-single-c10-w1_.trimmed.mdup.bam	2334420	0.21	17.8	309	poor	151	47	54	4.6	19.4	2274316.26120835	0.00923578298656634	0.259986815248672	7.88056650859732
blm-1-single-c10-w10_.trimmed.mdup.bam	469858	0.43	2.2	64	poor	152	46	21.2	1	16.1	2687697.36433795	0.0115255887499535	0.189974563860127	7.91501663183483
blm-1-single-c10-w11_.trimmed.mdup.bam	186716	2	2.7	23	good	151	48	11.8	0.4	22.9	702693.880189081	0.00457680867792028	0.275052557813595	7.89262588520965
blm-1-single-c10-w12_.trimmed.mdup.bam	223518	2	2.2	27	poor	151	48	12.9	0.4	23.2	808633.043055969	0.00547918936356447	0.248718885106082	7.89846925377196
blm-1-single-c10-w13_.trimmed.mdup.bam	38	2	0	0	shallow	179	57	NA	0	5.3	401.834381939257	9.23165675008909e-07	2	2.83321334405622
blm-1-single-c10-w14_.trimmed.mdup.bam	140176	2	2.6	16	poor	151	48	9.1	0.3	23.4	496768.572633964	0.00343204179397609	0.309026141696666	7.87211139959787
blm-1-single-c10-w15_.trimmed.mdup.bam	419234	0.75	1.5	55	good	165	42	11.6	0.8	18.5	2010282.51925231	0.0102885007652501	0.191639085189492	7.91638999609135
blm-1-single-c10-w16_.trimmed.mdup.bam	36	2	0	0	shallow	171	53	NA	0	16.7	344.93838940379	8.61966687784538e-07	2	2.70805020110221
blm-1-single-c10-w17_.trimmed.mdup.bam	38970	2	2.3	5	poor	151	47	8.3	0.1	9.7	386923.369753221	0.000955648737450112	0.467323443496191	7.83432316577559
blm-1-single-c10-w18_.trimmed.mdup.bam	64	2	0	0	shallow	165	48	NA	0	18.8	1075.75376751527	1.53839358890471e-06	2	3.20477752413226
blm-1-single-c10-w19_.trimmed.mdup.bam	479022	2	2.2	60	good	153	46	16.3	0.9	23.1	1745768.76326624	0.0117498134202353	0.192692356064459	7.91371291926265
blm-1-single-c10-w2_.trimmed.mdup.bam	1866654	0.26	40.1	221	poor	152	49	71.4	3.4	25.8	334225.737497738	0.00198153351257139	0.37695919791865	7.84899510411235
blm-1-single-c10-w20_.trimmed.mdup.bam	718440	2	0	70	poor	155	49	95.8	1.1	37.6	1298155.14875869	0.0176312692314964	0.204806139302302	7.89898527722248
blm-1-single-c10-w21_.trimmed.mdup.bam	114954	2	4.4	15	poor	153	48	3.6	0.2	19.7	507008.553788378	0.0028172409777742	0.321474007457776	7.88357677405918
blm-1-single-c10-w22_.trimmed.mdup.bam	148110	2	2.2	19	poor	152	48	3.4	0.3	22	572781.151857014	0.00363043952023671	0.347348537848048	7.83483486124477
blm-1-single-c10-w23_.trimmed.mdup.bam	240184	2	6	30	poor	156	46	6.9	0.5	21.7	954985.505955015	0.00589274945293521	0.254452294913974	7.89886391589625
blm-1-single-c10-w24_.trimmed.mdup.bam	116108	2	2	16	poor	150	47	45.7	0.3	11.6	952875.868496234	0.00284619230818547	0.30581003605414	7.8782318873046
blm-1-single-c10-w26_.trimmed.mdup.bam	68	2	0	0	shallow	125	41	NA	0	5.9	1665.26139592984	1.62711593017179e-06	1.93333333333333	3.40119738166216
blm-1-single-c10-w27_.trimmed.mdup.bam	50090	2	3.4	7	poor	153	47	8	0.1	13.5	349448.739154695	0.00122753058096311	0.432072307118897	7.83692090936695
blm-1-single-c10-w28_.trimmed.mdup.bam	341062	2	0	43	poor	152	50	95.8	0.7	16.9	1777898.0787037	0.0083662088437244	0.257664858692549	7.86542996597553
blm-1-single-c10-w29_.trimmed.mdup.bam	56730	2	3.3	8	poor	149	49	25	0.1	14.4	356301.11301218	0.00138874749395369	0.478914283335415	7.75534939996562
blm-1-single-c10-w3_.trimmed.mdup.bam	2913326	0.2	20.1	378	poor	154	47	54.9	5.6	20.7	629376.3947331	0.00362723450660948	0.296730785819029	7.88532203606571
blm-1-single-c10-w30_.trimmed.mdup.bam	305168	2	1.7	39	good	172	43	11.8	0.6	20.1	1314596.54111966	0.00748721459010822	0.22061893548441	7.90517841792654
blm-1-single-c10-w31_.trimmed.mdup.bam	655180	0.49	1.2	82	good	160	42	11.6	1.2	22	2534698.63122989	0.0160785220515563	0.217775775155594	7.88570242974163
blm-1-single-c10-w32_.trimmed.mdup.bam	209364	2	1.9	27	poor	154	46	10.8	0.4	20.3	911834.16168888	0.00513569013381152	0.253159490600364	7.89331113108521
blm-1-single-c10-w33_.trimmed.mdup.bam	404672	2	2	46	good	156	46	20.5	0.8	21.2	1635382.61730376	0.00992597318372869	0.21643259853718	7.83779704443913
blm-1-single-c10-w34_.trimmed.mdup.bam	511736	0.84	2.3	66	good	151	47	16	1	20.5	2137897.50408922	0.0125446127624224	0.19372965258886	7.9090077971995
blm-1-single-c10-w35_.trimmed.mdup.bam	72	2	36.4	0	shallow	134	50	25	0	13.9	421.151460767545	1.7287904380472e-06	2	3.43398720448515
blm-1-single-c10-w36_.trimmed.mdup.bam	156890	2	3.2	19	poor	154	47	9.4	0.3	21.6	626730.923283269	0.00384739349179293	0.28350083063309	7.88708804036417
blm-1-single-c10-w37_.trimmed.mdup.bam	256378	2	2.1	34	good	149	48	13.2	0.5	16.7	1398510.23589838	0.00628653773617417	0.238835117123437	7.87008806666913
blm-1-single-c10-w38_.trimmed.mdup.bam	265880	2	1.9	34	good	154	47	3.2	0.5	21.1	1083977.26490668	0.00652145798183696	0.227523465703971	7.90396234149186
blm-1-single-c10-w39_.trimmed.mdup.bam	56	2	0	0	shallow	147	48	NA	0	3.6	895.300146231165	1.37519628963972e-06	2	3.29583686600433
blm-1-single-c10-w4_.trimmed.mdup.bam	2220404	0.21	20.2	285	poor	152	48	53.5	4.3	20.3	548103.875081078	0.00282353605455001	0.324025974025974	7.8802577172733
blm-1-single-c10-w40_.trimmed.mdup.bam	197310	2	0	21	poor	166	49	100	0.3	27.4	574331.767704511	0.00483830741707171	0.289757351951799	7.87952490649573
blm-1-single-c10-w41_.trimmed.mdup.bam	565090	0.4	1.7	76	good	152	44	14.6	1.2	16.5	3086045.904817	0.0138615978058701	0.177373773815046	7.91336272748116
blm-1-single-c10-w42_.trimmed.mdup.bam	279336	2	2.1	34	poor	150	48	10.5	0.5	23.7	983276.57222312	0.0068471159258911	0.241105334431849	7.89585216404422
blm-1-single-c10-w43_.trimmed.mdup.bam	145124	2	11.5	16	poor	152	49	16.7	0.3	23	530790.554581776	0.00355779632240138	0.354450100541657	7.85380332046371
blm-1-single-c10-w44_.trimmed.mdup.bam	670958	0.48	2.3	82	poor	151	49	18	1.3	20.6	2809159.24391694	0.016449579930006	0.224086006841453	7.87074179225775
blm-1-single-c10-w45_.trimmed.mdup.bam	147892	2	1.9	21	poor	152	45	13.8	0.3	17.1	769687.193163742	0.00362627442725964	0.36418858854904	7.81238437618221
blm-1-single-c10-w46_.trimmed.mdup.bam	64	2	0	0	shallow	88	59	NA	0	15.6	751.944704920024	1.56818357210388e-06	2	3.29583686600433
blm-1-single-c10-w47_.trimmed.mdup.bam	99244	2	2.6	13	poor	151	49	3.4	0.2	17.7	500607.79816679	0.00242955640304942	0.342271761158618	7.86750601319949
blm-1-single-c10-w48_.trimmed.mdup.bam	90	2	0	0	shallow	124	44	NA	0	8.9	664.136475842244	2.19085898179947e-06	1.95	3.65422209508594
blm-1-single-c10-w49_.trimmed.mdup.bam	122	2	0	0	shallow	154	42	NA	0	1.6	4353.38552008755	2.94143703675234e-06	1.89830508474576	4.02167580210904
blm-1-single-c10-w5_.trimmed.mdup.bam	854106	0.3	36.4	107	poor	153	48	56.9	1.7	18.1	4169763.48015016	0.0209549512568022	0.218602109277799	7.89569964278724
blm-1-single-c10-w6_.trimmed.mdup.bam	144030	2	12.5	15	poor	151	50	19.4	0.3	23.1	532316.980362547	0.00353068258062766	0.350092360590376	7.71210006907617
blm-1-single-c10-w7_.trimmed.mdup.bam	345422	0.7	2.9	50	poor	154	45	7.7	0.7	15.7	2046407.15091824	0.00847253447462886	0.280137214599189	7.83272900487481
blm-1-single-c10-w8_.trimmed.mdup.bam	835904	0.33	8.3	101	poor	154	42	18.4	1.6	20.6	3513974.76274852	0.0205077352863038	0.187319735199592	7.86815541719496
blm-1-single-c10-w9_.trimmed.mdup.bam	46	2	0	0	shallow	150	41	NA	0	4.3	601.203873664493	1.13072414490744e-06	2	3.09104245335832
blm-1-single-c9-w1_.trimmed.mdup.bam	2071164	0.19	22.1	294	poor	152	47	60	4.4	12.3	533284.200449926	0.00173091167913348	0.370944073047448	7.86863395514099
blm-1-single-c9-w10_.trimmed.mdup.bam	212560	2	2.8	30	poor	150	47	6.1	0.5	10.6	1917408.72388734	0.00521015116823033	0.253450106157113	7.89156737317957
blm-1-single-c9-w11_.trimmed.mdup.bam	141340	2	1.9	19	poor	153	47	3.4	0.3	13.8	947409.451017053	0.00346712856570973	0.289281859692819	7.89211395493391
blm-1-single-c9-w12_.trimmed.mdup.bam	147978	1.65	3	18	poor	152	47	13.8	0.3	14.3	945462.216649153	0.00363002861275106	0.318478243538435	7.73110589481042
blm-1-single-c9-w13_.trimmed.mdup.bam	311992	0.41	7.3	43	poor	152	43	21.7	0.7	10.7	2777901.35878579	0.00765437233811787	0.234947362277393	7.90061771550354
blm-1-single-c9-w14_.trimmed.mdup.bam	297642	2	2.4	40	poor	154	49	5.9	0.6	15.7	1706480.6909061	0.0072993764414792	0.237157465202174	7.89923314758153
blm-1-single-c9-w15_.trimmed.mdup.bam	324966	0.58	3.3	47	good	151	46	11.6	0.7	11.2	2762250.57503325	0.007970077513546	0.225534540915434	7.89954835228414
blm-1-single-c9-w16_.trimmed.mdup.bam	83644	2	2	11	poor	158	44	13.8	0.2	12.4	645057.039014633	0.0020522568755112	0.34929624385775	7.8716851402192
blm-1-single-c9-w17_.trimmed.mdup.bam	167050	0.76	19.3	23	poor	154	48	21.2	0.4	6.9	2380740.44356026	0.00409750857171229	0.327803151553005	7.8622608623549
blm-1-single-c9-w18_.trimmed.mdup.bam	161100	2	2.1	22	poor	152	48	12.2	0.3	13.5	1120820.64111635	0.00394955111548283	0.270567283467987	7.88696269461239
blm-1-single-c9-w19_.trimmed.mdup.bam	152298	2	1.7	20	poor	154	47	14.7	0.3	15.2	917180.752202369	0.00373591678422833	0.288208307889834	7.87993738452921
blm-1-single-c9-w2_.trimmed.mdup.bam	1409462	0.2	19.5	187	poor	151	49	70.5	3	12.8	303.586323081259	1.09866753255182e-06	2	2.99573227355399
blm-1-single-c9-w20_.trimmed.mdup.bam	164942	2	26	20	poor	151	50	39.4	0.4	12.4	1244881.81281447	0.00404625101996814	0.361392646622281	7.8031733183935
blm-1-single-c9-w21_.trimmed.mdup.bam	555674	0.3	15	70	poor	151	49	38.9	1.2	12.8	4052994.99985221	0.013633039016837	0.291115848138863	7.84608755916657
blm-1-single-c9-w22_.trimmed.mdup.bam	174610	2	6.3	23	poor	153	48	19.4	0.4	12.5	1298000.57244848	0.00428149798403364	0.281202928041014	7.86714983842304
blm-1-single-c9-w23_.trimmed.mdup.bam	135244	2	2.7	18	poor	152	47	9.4	0.3	12.1	1064494.2292717	0.00331600009529038	0.292716896528297	7.87032337877326
blm-1-single-c9-w24_.trimmed.mdup.bam	105672	2	2.2	15	poor	154	47	3.8	0.2	11.8	836602.364118174	0.00259135227788739	0.39165816714047	7.80883017019161
